YYYYMMDDHHMM_UTC,YYYY_LOCAL,MM_LOCAL,DD_LOCAL,HHMM_LOCAL,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_N,START_LON_W,END_LAT_N,END_LON_W,LENGTH_M,MOTION_DEG,WIDTH_MAX_M,HUMAN_FATAL,HUMAN_INJ,DMG_THOUS,FORECAST_REGION,,,
20050618 0010,2005,06,17,1810,Neville,SK,2,49.9700,-107.6300,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
20050618 0430,2005,06,17,2230,Duck Lake,SK,1,52.8200,-106.2300,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
20050618 0530,2005,06,17,2330,13 km N of Davidson,SK,1,51.3700,-105.9800,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
20050618 0630,2005,06,18,0030,Esk,SK,0,51.8200,-104.8500,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
20050622 0029,2005,06,21,1829,20 km W of Lethbridge,AB,0,49.7210,-113.1040,,,,,,,,,Cardston - Fort Macleod - Magrath,,,
20050622 0040,2005,06,21,1840,Lethbridge,AB,0,49.7000,-112.8200,,,,,,,,,Lethbridge - Taber - Milk River,,,
20050622 0050,2005,06,21,1850,Chin,AB,0,49.7700,-112.4500,,,,,,,,,Lethbridge - Taber - Milk River,,,
20050622 1205,2005,06,22,0605,Ellisboro,SK,0,50.5300,-103.2200,,,,,,,,,Yorkton - Melville - Esterhazy,,,
20050623 2215,2005,06,23,1715,Lac du Bonnet,MB,0,50.2500,-96.0500,,,,,30,,,,Whiteshell - Lac du Bonnet - Pinawa,,,
200506,2005,06,25,,Verchères,QC,1,45.7733,-73.3527,,,,,,,,,Richelieu Valley - Saint-Hyacinthe,,,
20050625 2030,2005,06,25,1430,Cantuar,SK,0,50.3800,-108.1000,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
20050628 2000,2005,06,28,1400,Whelan,SK,0,54.0300,-109.4700,,,,,,,,,Meadow Lake - Big River - Green Lake - Pierceland,,,
200507,2005,07,01,,St-Ambroise-de-Kildare,QC,0,46.0783,-73.5522,,,,,,,,,Lanaudière,,,
20050701 2022,2005,07,01,1422,Milestone,SK,0,49.9800,-104.5200,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
20050701 2212,2005,07,01,1712,Caliento,MB,0,49.1300,-96.4200,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
20050701 2228,2005,07,01,1628,Near McLean,SK,0,50.6300,-104.1300,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
20050702 2205,2005,07,02,1605,Outram,SK,0,49.1300,-103.3800,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
20050702 2230,2005,07,02,1630,Estevan,SK,1,49.1300,-102.9800,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
20050702 2300,2005,07,02,1700,Glen Ewen,SK,1,49.1300,-102.0200,,,,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
20050703 0120,2005,07,02,2020,Swan Lake Reserve,MB,2,49.3165,-98.8952,49.2524,-98.8156,9150,320,1300,,,,Killarney - Pilot Mound - Manitou,,,
20050703 0158,2005,07,02,2058,La Riviere,MB,0,49.3000,-98.7500,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
20050703 1925,2005,07,03,1425,Dominion City,MB,0,49.1500,-97.0200,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
20050703 1930,2005,07,03,1430,Arnaud,MB,0,49.2500,-97.2000,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
20050703 1945,2005,07,03,1445,Greenland,MB,0,49.6300,-96.7300,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
20050707 2245,2005,07,07,1745,Tilston,MB,0,49.4000,-101.1800,,,,,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20050707 2300,2005,07,07,1700,Near Storthoaks,SK,0,49.5800,-101.4700,,,,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
20050708 0000,2005,07,07,1900,14 km N of Westhope,MB,0,49.0300,-101.0000,,,,,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20050708 0215,2005,07,07,2115,Deloraine,MB,0,49.1800,-100.4800,,,,,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20050713 1530,2005,07,13,1230,Jacksontown,NB,1,46.2700,-67.6300,,,,,,,,,Woodstock and Carleton County,,,
20050714 0107,2005,07,13,1907,Wilkie Beach,SK,0,52.3300,-108.5800,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
20050714 1205,2005,07,14,0605,Odessa,SK,1,50.2800,-103.7700,,,,,450,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
200507 ,2005,07,17,,Karl Lake,ON,0,52.5806,-90.1867,,,,,,0,0,,Pickle Lake - Wunnummin Lake,,,
20050721 0132,2005,07,20,1932,Standard,AB,0,51.1200,-112.9800,,,,,,,,,Brooks - Strathmore - Vulcan,,,
20050810 1800,2005,08,10,1400,Saintfield,ON,0,44.1877,-79.0310,44.1965,-78.9849,3800,255,,0,0,,York - Durham,,,
200508,2005,08,16,,Réservoir Opinaca,QC,0,52.6689,-76.0019,,,,,,,,,James Bay and La Grande River,,,
20050819 1640,2005,08,19,1240,Milverton to Conestogo Lake,ON,2,43.6230,-80.9060,43.6910,-80.7150,17100,245,300,0,3,,Huron - Perth,,,
20050819 1730,2005,08,19,1330,Salem to Lake Belwood,ON,2,43.6790,-80.5116,43.7553,-80.2984,19200,245,300,0,3,,Waterloo - Wellington,,,
20050819 1915,2005,08,19,1515,South Easthope,ON,1,43.3344,-80.9620,43.3510,-80.8370,10000,260,30,0,0,50,Huron - Perth,,,
20050926 0000,2005,09,25,2000,Feversham,ON,1,44.3584,-80.3381,44.3645,-80.3296,1000,225,60,0,0,,Grey - Bruce,,,
20050930 0455,2005,09,30,0055,Havre-aux-Maisons,QC,2,47.4745,-61.7359,,,,,,,,,Îles-de-la-Madeleine,,,
20051109 2045,2005,11,09,1645,Hamilton to Stoney Creek,ON,1,43.2075,-79.8860,43.2360,-79.6985,16000,260,350,0,4,1000,City of Hamilton,,,
20060509 1830,2006,05,09,1330,Domain,MB,1,49.5900,-97.3600,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
20060516 2040,2006,05,16,1640,Willow Beach,ON,0,45.0560,-79.4360,,,,,,0,0,0,Parry Sound - Muskoka,,,
20060520 2130,2006,05,20,1530,Grassy Lake,AB,0,49.8200,-111.7000,,,,,20,,,,Lethbridge - Taber - Milk River,,,
20060615 2110,2006,06,15,1510,Stettler,AB,1,52.2300,-112.5800,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
20060616 2330,2006,06,16,1930,Greening Bay,ON,0,46.1990,-79.5280,46.1871,-79.5079,3000,310,500,0,0,0,North Bay - West Nipissing,,,
20060619 0230,2006,06,18,2230,Duntroon,ON,1,44.4070,-80.2060,44.4090,-80.1920,1500,260,20,0,0,0,Barrie - Orillia - Midland,,,
20060619 2230,2006,06,19,1830,Wartburg,ON,1,43.4520,-81.0172,43.4530,-81.0150,230,245,60,0,0,0,Huron - Perth,,,
20060620 1840,2006,06,20,1340,Boissevain,MB,0,49.2200,-100.0500,,,,,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20060620 2100,2006,06,20,1500,Duval,SK,0,51.2000,-105.0200,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
20060621 2035,2006,06,21,1635,Kakabeka Falls,ON,1,48.4170,-89.6828,48.4170,-89.6800,210,270,120,0,0,0,Superior West,,,
200606,2006,06,22,,Matawin River Prov. Nature Reserve,ON,1,48.3961,-90.2733,48.4056,-90.0440,17000,265,530,0,0,,Atikokan - Upsala - Quetico,,,
20060624 0005,2006,06,23,1805,Kenaston,SK,0,51.5000,-106.2800,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
20060626 1930,2006,06,26,1330,Thorsby,AB,0,53.2500,-113.5500,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
20060629 2000,2006,06,29,1600,L'Anse-Saint-Jean,QC,0,48.2343,-70.2019,,,,,,,,,Saguenay,,,
20060630 2004,2006,06,30,1504,Brandon #1,MB,0,49.8500,-99.9500,,,,,,,,,Brandon - Carberry - Treherne,,,
20060630 2035,2006,06,30,1535,Brandon #2,MB,0,49.9300,-99.9500,,,,,,,,,Brandon - Carberry - Treherne,,,
20060702 2200,2006,07,02,1900,Argyle,NB,1,46.5200,-67.3300,,,7000,,1000,,,,Woodstock and Carleton County,,,
20060704 1720,2006,07,04,1320,Connaught to Shawville,ON,2,45.6620,-77.0110,45.6150,-76.3980,48000,275,60,0,0,0,Renfrew - Pembroke - Barry's Bay,,,
20060707 2045,2006,07,07,1445,Near Arelee,SK,0,52.2600,-107.4200,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
20060710 0030,2006,07,09,1830,13 km E of Strathmore,AB,0,51.0500,-113.2000,,,,,,,,,Brooks - Strathmore - Vulcan,,,
20060710 1838,2006,07,10,1438,Owen Sound,ON,0,44.4500,-80.7660,,,,,,0,0,0,Grey - Bruce,,,
20060714 0115,2006,07,13,2015,Petersfield,MB,0,50.5000,-96.9700,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
20060718 0215,2006,07,17,2215,Newmarket ,ON,0,44.0380,-79.4300,44.0370,-79.4240,500,280,30,0,0,0,York - Durham,,,
20060718 0215,2006,07,17,2215,Cedar Valley to Vivian,ON,1,44.0730,-79.4020,44.0520,-79.2950,8840,285,100,0,0,0,York - Durham,,,
20060723 2325,2006,07,23,1725,Byemoor,AB,0,51.9800,-112.2800,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
200607,2006,07,25,,Hébertville,QC,0,48.3942,-71.6775,,,,,,,,,Lac-Saint-Jean,,,
20060729 1700,2006,07,29,1300,Alderville,ON,0,44.1810,-78.0670,,,,,,0,0,0,Belleville - Quinte - Northumberland,,,
20060730 1956,2006,07,30,1456,Brandon,MB,0,49.8200,-100.0200,,,,,,,,,Brandon - Carberry - Treherne,,,
20060731 2132,2006,07,31,1632,Thompson,MB,0,55.7500,-97.8700,,,,,,,,,Thompson - Nelson House - Split Lake,,,
200608,2006,08,01,,Lac-Drolet,QC,2,45.7195,-70.8505,,,,,,,,,Eastern Townships,,,
20060801 2230,2006,08,01,1830,Saint-Gédéon-de-Beauce,QC,1,45.8470,-70.6158,,,,,,,,,Beauce,,,
20060802 1925,2006,08,02,1525,Morriston,ON,0,43.4500,-80.0833,,,,,,0,0,0,Waterloo - Wellington,,,
20060802 2215,2006,08,02,1815,Jackson’s Cove,ON,0,44.9420,-81.1220,44.9450,-81.1150,1500,240,200,0,0,0,Grey - Bruce,,,
20060802 2325,2006,08,02,1925,Uffington ,ON,0,44.9550,-79.1670,44.9540,-79.1640,250,290,50,0,0,0,Parry Sound - Muskoka,,,
20060802 2330,2006,08,02,1930,Marsden Lake,ON,1,45.2300,-78.5250,45.2320,-78.4460,6200,270,200,0,1,0,Haliburton,,,
20060802 2340,2006,08,02,1940,Head Lake ,ON,0,44.7500,-78.9000,,,,,,0,0,0,Peterborough - Kawartha Lakes,,,
20060802 2340,2006,08,02,1940,Kashwakamak Lake,ON,0,44.8250,-77.1150,44.8260,-77.0270,6860,270,100,0,0,0,Bancroft - Bon Echo Park,,,
20060802 2345,2006,08,02,1945,Minden Hills,ON,1,45.0270,-78.7820,44.9650,-78.6180,17100,300,100,0,0,0,Haliburton,,,
20060802 2350,2006,08,02,1950,Drag Lake,ON,1,45.1000,-78.4940,45.0810,-78.3520,11500,285,500,0,0,0,Haliburton,,,
20060802 2350,2006,08,02,1950,West Guilford,ON,1,45.0710,-78.7040,45.1230,-78.5560,13300,245,800,0,0,0,Haliburton,,,
20060803 0000,2006,08,02,2000,Catchacoma,ON,0,44.7290,-78.3410,44.7300,-78.2850,4450,270,300,0,0,0,Peterborough - Kawartha Lakes,,,
20060803 0005,2006,08,02,2005,Anstruther Lake,ON,1,44.7290,-78.2330,44.7300,-78.2200,1020,260,90,0,0,0,Peterborough - Kawartha Lakes,,,
20060802 0010,2006,08,02,2010,Coxvale,ON,0,44.8580,-76.9110,44.8640,-76.8970,1220,240,100,0,0,0,Smiths Falls - Lanark - Sharbot Lake,,,
20060803 0010,2006,08,02,2010,Big Mink Lake,ON,1,45.2046,-78.0847,45.2000,-78.0667,1500,290,200,0,0,0,Bancroft - Bon Echo Park,,,
20060803 0010,2006,08,02,2010,Combermere,ON,2,45.3700,-77.6400,45.3468,-77.2737,28800,275,400,0,0,0,Renfrew - Pembroke - Barry's Bay,,,
20060803 0030,2006,08,02,2030,Near Clayton,ON,0,45.1790,-76.4530,,,,,100,0,0,0,Smiths Falls - Lanark - Sharbot Lake,,,
20060803 0045,2006,08,02,2045,Near Bancroft,ON,2,45.0960,-77.6530,45.1070,-77.5580,8000,260,250,0,0,0,Bancroft - Bon Echo Park,,,
20060803 0100,2006,08,02,2100,Ferguson Corners,ON,1,45.0785,-77.2990,45.0830,-77.2880,1000,240,180,0,0,0,Bancroft - Bon Echo Park,,,
20060805 2100,2006,08,05,1600,13 km S of Jackhead,MB,0,51.8500,-97.3200,,,,,,,,,Arborg - Hecla - Fisher River - Gypsumville - Ashern,,,
20060805 2150,2006,08,05,1650,Petersfield,MB,0,50.3500,-97.0500,,,,,50,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
20060805 2219,2006,08,05,1719,Patricia Beach,MB,2,50.4210,-96.6460,50.4250,-96.3840,18900,265,300,1,7,,Lake Winnipeg - south basin,,,
20060805 2315,2006,08,05,1815,McArthur Falls,MB,2,50.4000,-96.0000,50.3650,-95.1750,58700,275,500,0,19,,Bissett - Nopiming Provincial Park - Pine Falls,,,
20060812 0040,2006,08,11,1840,Green Canyon,SK,0,52.9700,-107.6500,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
20060815 2100,2006,08,15,1800,Pokemouche to Evangeline,NB,1,47.6700,-64.8800,47.7000,-64.8500,4020,215,50,,,,Acadian Peninsula,,,
20060816 2040,2006,08,16,1440,Rocky Mountain House,AB,0,52.3700,-114.9200,,,,,,,,,Rocky Mountain House - Caroline,,,
20060820 2133,2006,08,20,1633,St. Andrews,MB,0,50.0500,-97.0300,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
20060821 2145,2006,08,21,1645,Near La Broquerie,MB,2,49.4000,-96.5000,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
200608,2006,08,22,,Saint-Thomas,QC,0,46.0156,-73.3499,,,,,,,,,Lanaudière,,,
20060823 0340,2006,08,22,2140,Hay Lakes,AB,0,53.2000,-113.0500,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
20060824 0200,2006,08,23,2000,Kerrobert,SK,0,51.8700,-109.1700,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
20060824 0212,2006,08,23,2012,Yorkton,SK,0,51.1500,-102.4700,,,,,,,,,Yorkton - Melville - Esterhazy,,,
20060824 0300,2006,08,23,2100,Melville,SK,0,50.9200,-102.8000,,,,,,,,,Yorkton - Melville - Esterhazy,,,
20060906 1950,2006,09,06,1550,Malden Centre #1,ON,0,42.0240,-83.0000,42.0285,-83.0000,500,360,30,0,0,0,Windsor - Essex - Chatham-Kent,,,
20060906 1950,2006,09,06,1550,Malden Centre #2,ON,0,42.0380,-82.9960,,,,,,0,0,0,Windsor - Essex - Chatham-Kent,,,
20060906 1950,2006,09,06,1550,Malden Centre #3,ON,0,42.0380,-82.9960,,,,,,0,0,0,Windsor - Essex - Chatham-Kent,,,
20070512 1830,2007,05,12,1230,Near Vanscoy,SK,0,52.0200,-106.8200,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
20070515 2220,2007,05,15,1820,Winthrop,ON,1,43.6002,-81.3036,43.5906,-81.2825,1990,305,,0,0,100,Huron - Perth,,,
20070515 2225,2007,05,15,1825,Kuhryville,ON,1,43.5664,-81.1165,,,,,,0,0,50,Huron - Perth,,,
20070519 2200,2007,05,19,1600,Olds,AB,0,51.7800,-114.0000,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
20070523 2200,2007,05,23,1700,Ninette,MB,1,49.4100,-99.5900,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
20070605 2200,2007,06,05,1600,Stony Plain,AB,0,53.5300,-114.0000,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
20070608 2115,2007,06,08,1715,Schutt to Griffith,ON,0,45.2430,-77.4590,45.2710,-77.2190,19000,260,100,0,0,0,Renfrew - Pembroke - Barry's Bay,,,
20070611 2232,2007,06,11,1632,Berwyn,AB,0,56.1200,-117.5200,,,,,,,,,Peace River - Fairview - High Prairie - Manning,,,
20070612 0155,2007,06,11,1955,Genesee,AB,0,53.3500,-114.3300,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
20070612 2245,2007,06,12,1645,Strathmore,AB,0,51.0500,-113.3800,,,,,,,,,Brooks - Strathmore - Vulcan,,,
20070614 0020,2007,06,13,1920,Near Headingly,MB,0,49.8800,-97.4500,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
20070615 2254,2007,06,15,1654,16 km S of Redvers,SK,0,49.4200,-101.7000,,,,,200,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
20070616 0030,2007,06,15,1830,Pierceland,SK,0,54.3300,-109.7800,,,,,,,,,Meadow Lake - Big River - Green Lake - Pierceland,,,
200706,2007,06,16,,Petitcodiac,NB,0,45.9318,-65.1746,,,,,,,,,Moncton and Southeast New Brunswick,,,
20070622 0300,2007,06,21,2100,Southey,SK,0,50.9300,-104.5000,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
20070622 2335,2007,06,22,1835,Elie,MB,5,49.9256,-97.8097,49.8974,-97.7769,4330,315,300,0,0,,Portage la Prairie - Headingley - Brunkild - Carman,,,
20070622 2355,2007,06,22,1855,Oakville,MB,3,49.8000,-97.9300,,,,,200,0,0,,Portage la Prairie - Headingley - Brunkild - Carman,,,
20070624 0040,2007,06,23,1940,Oak Lake Reserve,MB,1,49.6300,-101.0200,49.5635,-100.7582,20000,290,300,,,,Virden - Souris,,,
20070624 0115,2007,06,23,2115,Pipestone,MB,3,49.4800,-100.8300,49.3163,-100.0463,60000,290,1800,0,0,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20070624 0210,2007,06,23,2110,Baldur,MB,3,49.3625,-100.0680,49.2442,-99.2221,55000,280,800,0,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20070624 0400,2007,06,23,2300,Seven Sister's Falls,MB,1,50.1200,-96.0200,,,,,,,,,Whiteshell - Lac du Bonnet - Pinawa,,,
20070625 2000,2007,06,25,1400,Standard,AB,1,51.1200,-112.9800,,,,,,,,,Brooks - Strathmore - Vulcan,,,
20070626 2200,2007,06,26,1800,Marks Lake,ON,1,48.3475,-90.2600,,,,,200,0,0,0,Atikokan - Upsala - Quetico,,,
20070708 2120,2007,07,08,1520,Near Rochfort Bridge,AB,0,53.9200,-115.0300,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
20070708 2230,2007,07,08,1830,Pinkerton,ON,0,44.2000,-81.2700,,,,,,0,0,0,Grey - Bruce,,,
20070708 2300,2007,07,08,1900,Mildmay #1,ON,0,44.0440,-81.1230,,,,,,0,0,0,Grey - Bruce,,,
20070708 2300,2007,07,08,1900,Mildmay #2,ON,1,44.0269,-81.0847,44.0240,-81.0750,900,290,40,0,0,,Grey - Bruce,,,
20070708 2305,2007,07,08,1905,Mildmay #3,ON,0,44.0320,-81.0990,,,,,,0,0,0,Grey - Bruce,,,
20070708 2339,2007,07,08,1939,Listowel,ON,0,43.7330,-80.8330,,,,,,0,0,0,Waterloo - Wellington,,,
20070709 2335,2007,07,09,1735,Estlin,SK,0,50.2500,-104.5300,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
200707,2007,07,15,,Lac Boivin,QC,0,48.5811,-70.5942,,,,,,,,,Saguenay,,,
20070715 2340,2007,07,15,1740,Olds,AB,0,51.7800,-114.1700,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
20070721 2023,2007,07,21,1423,Besnard Lake,SK,0,55.4200,-106.0000,,,,,,,,,La Ronge - Prince Albert Nat. Park - Narrow Hills Prov. Park,,,
20070729 1830,2007,07,29,1600,Grand Falls-Windsor,NL,0,48.9300,-55.6600,,,,,,0,0,0,Grand Falls-Windsor and vicinity,,,
20070729 2000,2007,07,29,1730,Gander Bay,NL,0,49.3300,-54.4800,49.3400,-54.4300,4000,260,,0,0,5,Gander and vicinity,,,
20070730 2343,2007,07,30,1743,56 km NE of Battlefords,SK,0,52.9200,-108.0000,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20070730 2345,2007,07,30,1745,11 km NW of Speers,SK,0,52.7800,-107.6800,,,3200,,300,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
20070731 0125,2007,07,30,1925,Crossfield,AB,0,51.4300,-114.0300,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
20070731 2330,2007,07,31,1730,32 km N of Cupar,SK,1,51.2700,-104.2200,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
200708,2007,08,03,,White Rapids,NB,1,46.7967,-65.7821,,,,,,,,,Mount Carleton - Renous Highway,,,
20070804 1858,2007,08,04,1258,Grand Prairie,AB,0,55.1700,-118.8000,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
20070804 2245,2007,08,04,1645,Elmworth,AB,0,55.0500,-119.6200,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
20070804 2315,2007,08,04,1815,43 km SW of The Pas,MB,0,53.5500,-101.7200,,,,,,,,,The Pas - Wanless - Westray - Clearwater Lake Prov. Park,,,
20070808 1900,2007,08,08,1300,Didsbury,AB,0,51.0700,-114.1300,,,,,,,,,City of Calgary,,,
20070810 0145,2007,08,09,2045,13 km SE of Spruce Creek,MB,0,51.0200,-100.0600,,,,,,,,,Dauphin - Roblin - Winnipegosis,,,
200708,2007,08,12,,La Tuque,QC,0,47.4378,-72.7806,,,,,,,,,La Tuque,,,
200708,2007,08,12,,St-Just-de-Bretenières ,QC,0,46.5669,-70.0943,,,,,,,,,Montmagny - L'Islet,,,
200708,2007,08,19,,Crapaud,PE,0,46.2400,-63.5002,,,,,,,,,Queens County P.E.I.,,,
200708,2007,08,25,,Beauceville,QC,0,46.2182,-70.7757,,,,,,,,,Beauce,,,
20070827 0000,2007,08,26,1900,11 km SE of Beausejour,MB,1,50.0000,-96.4000,,,,,,,,,Dugald - Beausejour - Grand Beach,,,
20070911 1930,2007,09,11,1530,Batchawana Bay,ON,0,46.9550,-84.5000,,,,,,0,0,0,Sault Ste. Marie - Superior East,,,
20080525 2125,2008,05,25,1625,Halbstadt,MB,0,49.0400,-97.3600,,,,,90,,,,Morden - Winkler - Altona - Emerson - Morris,,,
20080526 2030,2008,05,26,1630,Redbridge,ON,0,46.5000,-79.1000,,,,270,,0,0,0,North Bay - West Nipissing,,,
20080526 2040,2008,05,26,1640,Windy Lake Prov. Park,ON,0,46.6122,-81.4428,46.6161,-81.4395,500,210,60,0,0,0,Greater Sudbury and Vicinity,,,
20080531 2152,2008,05,31,1652,Tourond,MB,0,49.5500,-96.9800,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
20080606 2200,2008,06,06,1800,Laird,ON,0,46.4167,-84.0667,46.4730,-84.0170,7000,210,,0,0,100,Sault Ste. Marie - Superior East,,,
20080607 0045,2008,06,06,1845,Near Daysland,AB,0,52.9500,-112.1700,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
20080608 2100,2008,06,08,1700,Clandeboye,ON,1,43.1977,-81.4510,,,,,,0,0,0,London - Middlesex,,,
20080608 2202,2008,06,08,1802,Warwick,ON,0,42.9910,-82.0040,,,,,,0,0,0,Sarnia - Lambton,,,
20080609 0022,2008,06,08,1822,15 km NE of Weyburn,SK,0,49.6700,-103.8500,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
20080609 2016,2008,06,09,1516,Morris,MB,0,49.3500,-97.3700,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
20080610 2315,2008,06,10,1715,22 km N of Tomahawk,AB,0,53.6000,-114.7700,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
20080611 0245,2008,06,10,2045,15 km S Ninton Junction,AB,0,53.5800,-115.7500,,,,,,,,,Whitecourt - Edson - Fox Creek - Swan Hills,,,
20080613 1600,2008,06,13,1100,24 km NNE of Winnipeg,MB,0,50.0700,-96.9800,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
20080622 2100,2008,06,22,1500,Killam,AB,0,52.7800,-111.8500,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
20080622 2300,2008,06,22,1900,Bryanston,ON,0,43.1596,-81.2444,43.1885,-81.2433,3180,180,50,0,0,0,London - Middlesex,,,
20080623 1730,2008,06,23,1330,Scarborough,ON,0,43.8180,-79.2560,,,,,,0,0,0,City of Toronto,,,
20080624 2100,2008,06,24,1500,Stranraer,SK,0,51.7000,-108.4800,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
20080627 1815,2008,06,27,1315,Neepawa,MB,0,50.2300,-99.5000,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
20080627 1917,2008,06,27,1417,Gladstone to Woodside,MB,1,50.1630,-98.9700,50.1610,-98.6490,22900,270,400,0,0,0,Ste. Rose - McCreary - Alonsa - Gladstone,,,
20080629 0100,2008,06,28,2100,Bark Lake,ON,0,45.4500,-77.8300,,,,,,0,0,0,Renfrew - Pembroke - Barry's Bay,,,
20080629 1800,2008,06,29,1400,Belleville,ON,1,44.2207,-77.3570,44.2215,-77.3550,200,245,,0,0,280,Belleville - Quinte - Northumberland,,,
20080706 2100,2008,07,06,1500,13 km SSW of Courval,SK,0,50.0800,-106.3800,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
20080706 2230,2008,07,06,1630,Airdrie,AB,0,51.3500,-114.0500,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
20080707 0130,2008,07,06,1930,Sunnynook,AB,0,51.6000,-112.0300,,,,,,,,,Hanna - Coronation - Oyen,,,
20080707 1924,2008,07,07,1424,Lake Metigoshe,MB,1,49.0000,-100.3700,,,,,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
20080707 2200,2008,07,07,1600,Calgary,AB,0,51.0500,-114.0500,,,,,,,,,City of Calgary,,,
200807,2008,07,09,,Shipshaw,QC,0,48.4664,-71.2651,,,,,,,,,Saguenay,,,
20080710 2145,2008,07,10,1545,12 km W of Wynyard,SK,2,51.7700,-104.3500,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
20080711 0220,2008,07,10,2020,Stoughton,SK,1,49.6400,-103.0300,,,800,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
